Target Country,Target City,Theater of Operations,Total Weight (Tons),First Mission,Last Mission,Num Missions,location
NEW GUINEA,KOMIATUM,PTO,125.0,1/29/1943,8/15/1943,14,"KOMIATUM, NEW GUINEA"
NEW GUINEA,KONSTANTIN,PTO,11.0,3/26/1944,3/26/1944,1,"KONSTANTIN, NEW GUINEA"
NEW GUINEA,KORAKO,PTO,37.0,4/21/1944,4/24/1943,4,"KORAKO, NEW GUINEA"
NEW GUINEA,KORIDO,PTO,8.0,7/3/1944,8/19/1944,6,"KORIDO, NEW GUINEA"
NEW GUINEA,KORIM,PTO,22.0,6/26/1944,8/3/1944,7,"KORIM, NEW GUINEA"
NEW GUINEA,KORNASOREN,PTO,229.0,6/21/1944,7/3/1944,16,"KORNASOREN, NEW GUINEA"
NEW GUINEA,KOROKU,PTO,2.0,6/22/1944,6/22/1944,2,"KOROKU, NEW GUINEA"
NEW GUINEA,KOROPAK,PTO,1.0,5/16/1944,5/16/1944,1,"KOROPAK, NEW GUINEA"
NEW GUINEA,KOSAKOSA,PTO,0.0,5/16/1944,5/16/1944,1,"KOSAKOSA, NEW GUINEA"
NEW GUINEA,KUBRIWAT,PTO,1.0,6/6/1944,6/6/1944,1,"KUBRIWAT, NEW GUINEA"
NEW GUINEA,KULAU PLANTATION,PTO,1.0,2/20/1944,2/20/1944,1,"KULAU PLANTATION, NEW GUINEA"
NEW GUINEA,KULUNGTUFU,PTO,33.0,11/19/1943,11/20/1943,3,"KULUNGTUFU, NEW GUINEA"
NEW GUINEA,KULUNGTUFUJ,PTO,9.0,11/19/1943,11/19/1943,1,"KULUNGTUFUJ, NEW GUINEA"
NEW GUINEA,KUMIL,PTO,1.0,4/26/1944,4/26/1944,1,"KUMIL, NEW GUINEA"
NEW GUINEA,KUMRUM ISLAND,PTO,4.0,12/6/1943,12/6/1943,3,"KUMRUM ISLAND, NEW GUINEA"
NEW GUINEA,KUMUSI,PTO,5.0,1/16/1943,12/18/1942,5,"KUMUSI, NEW GUINEA"
NEW GUINEA,KUNAI,PTO,8.0,4/21/1944,4/21/1944,1,"KUNAI, NEW GUINEA"
NEW GUINEA,KURIKI,PTO,3.0,5/6/1944,6/7/1944,4,"KURIKI, NEW GUINEA"
NEW GUINEA,KURUNAT,PTO,2.0,4/23/1944,4/23/1944,4,"KURUNAT, NEW GUINEA"
NEW GUINEA,KWANGEN,PTO,1.0,6/18/1944,6/18/1944,1,"KWANGEN, NEW GUINEA"
NEW GUINEA,KWATO,PTO,5.0,12/13/1943,12/13/1943,1,"KWATO, NEW GUINEA"
NEW GUINEA,LAE,PTO,11.9,11/5/1942,8/8/1942,5,"LAE, NEW GUINEA"
NEW GUINEA,LAE - FINSCHAVEN,PTO,56.0,11/25/1942,11/25/1942,1,"LAE - FINSCHAVEN, NEW GUINEA"
NEW GUINEA,LAE A/D,PTO,332.821,10/14/1942,9/28/1942,95,"LAE A/D, NEW GUINEA"
NEW GUINEA,LAE AREA : DESTROYER,PTO,0.625,12/22/1942,12/22/1942,1,"LAE AREA : DESTROYER, NEW GUINEA"
NEW GUINEA,LAE- BALAMAUA AREA,PTO,2.16,8/2/1942,8/2/1942,1,"LAE- BALAMAUA AREA, NEW GUINEA"
NEW GUINEA,LAE/SALAMAUA,PTO,5.0,5/30/1942,5/30/1942,1,"LAE/SALAMAUA, NEW GUINEA"
NEW GUINEA,LAKE KARAMAMBO,PTO,2.0,11/14/1944,11/14/1944,1,"LAKE KARAMAMBO, NEW GUINEA"
NEW GUINEA,LAKUNAI A/D,PTO,36.339999999999996,10/13/1942,9/17/1942,8,"LAKUNAI A/D, NEW GUINEA"
NEW GUINEA,LAKUNAI AIRDROME / RABAUL,PTO,4.0,8/9/1942,8/9/1942,1,"LAKUNAI AIRDROME / RABAUL, NEW GUINEA"
NEW GUINEA,LANGEMAK BAU,PTO,16.0,6/21/1943,6/21/1943,1,"LANGEMAK BAU, NEW GUINEA"
NEW GUINEA,LANGEMAK BAY,PTO,13.0,8/10/1943,9/22/1943,3,"LANGEMAK BAY, NEW GUINEA"
NEW GUINEA,LANGGOER,PTO,316.0,10/1/1944,9/8/1944,35,"LANGGOER, NEW GUINEA"
NEW GUINEA,LARAT,PTO,12.0,10/10/1944,8/8/1943,5,"LARAT, NEW GUINEA"
NEW GUINEA,LETFOEAN,PTO,16.0,9/14/1944,9/8/1944,2,"LETFOEAN, NEW GUINEA"
NEW GUINEA,LINGAT VILLAGE,PTO,2.0,10/12/1944,10/13/1944,2,"LINGAT VILLAGE, NEW GUINEA"
NEW GUINEA,LITTLE GEELVINK,PTO,5.0,6/15/1944,6/15/1944,1,"LITTLE GEELVINK, NEW GUINEA"
NEW GUINEA,LOANIM,PTO,30.0,5/20/1944,6/25/1944,6,"LOANIM, NEW GUINEA"
NEW GUINEA,LOGUI,PTO,84.0,7/1/1943,8/7/1943,7,"LOGUI, NEW GUINEA"
NEW GUINEA,LOKANU,PTO,9.0,7/18/1943,8/2/1943,3,"LOKANU, NEW GUINEA"
NEW GUINEA,LUAIN,PTO,20.0,5/21/1944,7/8/1944,7,"LUAIN, NEW GUINEA"
NEW GUINEA,MACCLUER GULF,PTO,4.0,7/16/1944,8/4/1944,2,"MACCLUER GULF, NEW GUINEA"
NEW GUINEA,MADANG,PTO,1145.0,1/1/1944,9/20/1943,145,"MADANG, NEW GUINEA"
NEW GUINEA,MADANG AREA,PTO,6.0,9/19/1942,9/19/1942,2,"MADANG AREA, NEW GUINEA"
NEW GUINEA,MADANG AREA - ALEXISHAVEN AIRSTRIP,PTO,4.0,12/19/1942,12/24/1942,2,"MADANG AREA - ALEXISHAVEN AIRSTRIP, NEW GUINEA"
NEW GUINEA,MADANG AREA - CONVOY,PTO,31.25,12/19/1942,12/20/1942,4,"MADANG AREA - CONVOY, NEW GUINEA"
NEW GUINEA,MADANG AREA - DESTROYER,PTO,24.0,12/14/1942,12/14/1942,2,"MADANG AREA - DESTROYER, NEW GUINEA"
NEW GUINEA,MADANG AREA - ENEMY DESTROYERS,PTO,0.75,12/19/1942,12/19/1942,1,"MADANG AREA - ENEMY DESTROYERS, NEW GUINEA"
NEW GUINEA,MADANG AREA / LAE A/D,PTO,1.0,12/30/1942,12/30/1942,1,"MADANG AREA / LAE A/D, NEW GUINEA"
NEW GUINEA,MADANG HARBOR,PTO,6.0,12/20/1942,12/20/1942,1,"MADANG HARBOR, NEW GUINEA"
NEW GUINEA,MADANG WAREHOUSES,PTO,0.25,12/26/1942,12/26/1942,1,"MADANG WAREHOUSES, NEW GUINEA"
NEW GUINEA,MADIU,PTO,1.0,2/15/1944,2/15/1944,1,"MADIU, NEW GUINEA"
NEW GUINEA,MADJOP CANAL,PTO,8.0,6/11/1944,6/12/1944,8,"MADJOP CANAL, NEW GUINEA"
NEW GUINEA,MAFFIN BAY,PTO,120.0,4/20/1945,6/3/1944,16,"MAFFIN BAY, NEW GUINEA"
NEW GUINEA,MAFFIN BAYH,PTO,154.0,5/13/1944,8/27/1944,10,"MAFFIN BAYH, NEW GUINEA"
NEW GUINEA,MAFFINK BAY,PTO,28.0,5/14/1944,5/14/1944,1,"MAFFINK BAY, NEW GUINEA"
NEW GUINEA,MAGAHEN,PTO,35.0,6/1/1944,8/7/1944,15,"MAGAHEN, NEW GUINEA"
NEW GUINEA,MALAGUNA,PTO,1.05,6/29/1942,6/29/1942,1,"MALAGUNA, NEW GUINEA"
NEW GUINEA,MALAHANG,PTO,93.0,10/19/1944,9/6/1943,10,"MALAHANG, NEW GUINEA"
NEW GUINEA,MALAMEL ISLAND,PTO,14.0,1/12/1944,1/12/1944,4,"MALAMEL ISLAND, NEW GUINEA"
NEW GUINEA,MALIN,PTO,35.0,11/7/1944,7/4/1944,5,"MALIN, NEW GUINEA"
NEW GUINEA,MALMAL HARBOR (JACQUINOT BAY),PTO,1.0,12/22/1942,12/22/1942,1,"MALMAL HARBOR (JACQUINOT BAY), NEW GUINEA"
NEW GUINEA,MALOLO,PTO,24.0,7/10/1943,7/8/1943,4,"MALOLO, NEW GUINEA"
NEW GUINEA,MAMBARE BAY,PTO,9.0,10/10/1942,10/10/1942,1,"MAMBARE BAY, NEW GUINEA"
NEW GUINEA,MAMBARE HARBOR,PTO,0.8,11/16/1942,11/16/1942,1,"MAMBARE HARBOR, NEW GUINEA"
NEW GUINEA,MANAM ISLAND,PTO,30.0,3/26/1944,5/7/1944,11,"MANAM ISLAND, NEW GUINEA"
NEW GUINEA,MANDON,PTO,6.0,5/26/1944,8/24/1944,2,"MANDON, NEW GUINEA"
NEW GUINEA,MANDY PASSAGE,PTO,5.0,5/1/1944,5/4/1944,3,"MANDY PASSAGE, NEW GUINEA"
NEW GUINEA,MANGEN,PTO,10.0,4/23/1944,4/27/1944,2,"MANGEN, NEW GUINEA"
NEW GUINEA,MANIANG,PTO,9.0,2/2/1945,2/2/1945,1,"MANIANG, NEW GUINEA"
NEW GUINEA,MANOKWARI,PTO,1012.0,10/11/1943,9/9/1944,195,"MANOKWARI, NEW GUINEA"
NEW GUINEA,MANSINAM ISLAND,PTO,6.0,2/17/1945,8/22/1944,5,"MANSINAM ISLAND, NEW GUINEA"
NEW GUINEA,MAPRIK,PTO,69.0,11/10/1944,6/21/1945,18,"MAPRIK, NEW GUINEA"
NEW GUINEA,MARAKUM,PTO,13.0,3/12/1944,8/27/1944,2,"MARAKUM, NEW GUINEA"
NEW GUINEA,MARANGIS,PTO,5.0,2/22/1944,6/10/1944,8,"MARANGIS, NEW GUINEA"
NEW GUINEA,MARANSBADI ISLA,PTO,1.0,10/22/1944,10/22/1944,1,"MARANSBADI ISLA, NEW GUINEA"
NEW GUINEA,MARAWASA,PTO,3.0,8/23/1943,8/23/1943,1,"MARAWASA, NEW GUINEA"
NEW GUINEA,MARIENBERG,PTO,35.0,2/4/1944,4/5/1944,8,"MARIENBERG, NEW GUINEA"
NEW GUINEA,MARIENBERGB,PTO,1.0,5/22/1945,5/22/1945,1,"MARIENBERGB, NEW GUINEA"
NEW GUINEA,MAROENI,PTO,3.0,8/25/1944,8/29/1944,3,"MAROENI, NEW GUINEA"
NEW GUINEA,MAROI,PTO,6.0,4/29/1944,4/29/1944,1,"MAROI, NEW GUINEA"
NEW GUINEA,MARUBTAN VILLAG,PTO,13.0,5/16/1944,5/16/1944,1,"MARUBTAN VILLAG, NEW GUINEA"
NEW GUINEA,MATABOOR,PTO,2.0,7/12/1944,7/12/1944,1,"MATABOOR, NEW GUINEA"
NEW GUINEA,MATAPAU,PTO,4.0,6/10/1944,7/4/1944,6,"MATAPAU, NEW GUINEA"
NEW GUINEA,MCDONALDS JUNCT,PTO,76.0,7/13/1943,8/7/1943,6,"MCDONALDS JUNCT, NEW GUINEA"
NEW GUINEA,MEGA VILLAGE,PTO,22.0,12/20/1944,2/7/1945,9,"MEGA VILLAGE, NEW GUINEA"
NEW GUINEA,METAMANI BAY,PTO,1.0,7/21/1944,7/21/1944,1,"METAMANI BAY, NEW GUINEA"
NEW GUINEA,MILNE BAY,PTO,27.9,8/25/1942,9/6/1942,8,"MILNE BAY, NEW GUINEA"
NEW GUINEA,MILNE BAY / MULLENS HARBOR,PTO,19.0,8/26/1942,8/26/1942,2,"MILNE BAY / MULLENS HARBOR, NEW GUINEA"
NEW GUINEA,MINDIRI,PTO,28.0,1/8/1944,2/9/1944,4,"MINDIRI, NEW GUINEA"
NEW GUINEA,MINDJIM RIVER,PTO,20.0,7/21/1943,7/21/1943,3,"MINDJIM RIVER, NEW GUINEA"
NEW GUINEA,MISDADOE,PTO,6.0,10/5/1944,10/5/1944,1,"MISDADOE, NEW GUINEA"
NEW GUINEA,MISIMA ISLAND - KAILE TRACK - DENIKI,PTO,0.8,10/26/1942,10/26/1942,1,"MISIMA ISLAND - KAILE TRACK - DENIKI, NEW GUINEA"
NEW GUINEA,MISOOL ISLAND,PTO,4.0,7/25/1944,9/25/1944,5,"MISOOL ISLAND, NEW GUINEA"
NEW GUINEA,MOARI VILLAGE,PTO,3.0,8/25/1944,8/29/1944,4,"MOARI VILLAGE, NEW GUINEA"
NEW GUINEA,MODILON,PTO,57.0,2/22/1944,3/2/1944,5,"MODILON, NEW GUINEA"
NEW GUINEA,MOEM,PTO,2.0,6/7/1945,6/7/1945,1,"MOEM, NEW GUINEA"
NEW GUINEA,MOEMI RIVER,PTO,351.0,10/20/1944,9/9/1944,81,"MOEMI RIVER, NEW GUINEA"
NEW GUINEA,MOIN,PTO,5.0,5/7/1945,5/9/1945,3,"MOIN, NEW GUINEA"
NEW GUINEA,MOKMER,PTO,551.0,4/28/1944,7/6/1944,55,"MOKMER, NEW GUINEA"
NEW GUINEA,MOM,PTO,993.0,1/17/1945,9/30/1944,135,"MOM, NEW GUINEA"
NEW GUINEA,MOMGOSAH,PTO,12.0,10/16/1944,10/16/1944,1,"MOMGOSAH, NEW GUINEA"
NEW GUINEA,MONDA,PTO,1.0,5/20/1943,5/20/1943,1,"MONDA, NEW GUINEA"
NEW GUINEA,MONGOSAH,PTO,43.0,10/20/1944,9/9/1944,8,"MONGOSAH, NEW GUINEA"
NEW GUINEA,MORO,PTO,11.0,4/23/1944,6/28/1944,2,"MORO, NEW GUINEA"
NEW GUINEA,MT KUBARI,PTO,4.0,11/1/1943,11/2/1943,2,"MT KUBARI, NEW GUINEA"
NEW GUINEA,MT MASAI,PTO,4.0,3/17/1945,3/17/1945,1,"MT MASAI, NEW GUINEA"
NEW GUINEA,MUBO,PTO,1.6,9/24/1942,9/24/1942,1,"MUBO, NEW GUINEA"
NEW GUINEA,MUBO VILLAGE,PTO,2.5,10/17/1942,10/17/1942,1,"MUBO VILLAGE, NEW GUINEA"
NEW GUINEA,MUGIL,PTO,10.0,1/27/1944,4/26/1944,4,"MUGIL, NEW GUINEA"
NEW GUINEA,MUM PLANTATION,PTO,41.0,2/7/1945,7/4/1944,6,"MUM PLANTATION, NEW GUINEA"
NEW GUINEA,MURIK,PTO,6.0,3/21/1944,3/21/1944,1,"MURIK, NEW GUINEA"
NEW GUINEA,MUSHU ISLAND,PTO,473.0,1/29/1945,8/21/1944,83,"MUSHU ISLAND, NEW GUINEA"
NEW GUINEA,MUSON,PTO,18.0,1/11/1945,1/12/1945,2,"MUSON, NEW GUINEA"
NEW GUINEA,MYOLA LAKE,PTO,1.212,10/2/1942,10/3/1942,2,"MYOLA LAKE, NEW GUINEA"
NEW GUINEA,MYOLA LAKE - BURA CREEK,PTO,2.4,9/6/1942,9/6/1942,3,"MYOLA LAKE - BURA CREEK, NEW GUINEA"
NEW GUINEA,MYOLA LAKE - NAURO/ EFOGI,PTO,0.4,9/11/1942,9/11/1942,1,"MYOLA LAKE - NAURO/ EFOGI, NEW GUINEA"
NEW GUINEA,MYOLA LAKES #1 AND #2,PTO,1.2,10/2/1942,10/2/1942,1,"MYOLA LAKES #1 AND #2, NEW GUINEA"
NEW GUINEA,N COAST NEW BRITAIN: ENEMY VESSEL,PTO,0.5,12/23/1942,12/23/1942,1,"N COAST NEW BRITAIN: ENEMY VESSEL, NEW GUINEA"
NEW GUINEA,N OF GOODENOUGH ISLAND,PTO,1.0,9/8/1942,9/8/1942,1,"N OF GOODENOUGH ISLAND, NEW GUINEA"
NEW GUINEA,NABIRE,PTO,222.0,10/4/1944,9/8/1944,46,"NABIRE, NEW GUINEA"
NEW GUINEA,NADZAB,PTO,55.0,2/23/1944,9/7/1943,11,"NADZAB, NEW GUINEA"
NEW GUINEA,NAMAARIWA,PTO,15.0,1/4/1944,1/4/1944,1,"NAMAARIWA, NEW GUINEA"
NEW GUINEA,NAMBARIWA,PTO,132.0,1/4/1944,12/30/1943,13,"NAMBARIWA, NEW GUINEA"
NEW GUINEA,NAMBER,PTO,164.0,4/20/1944,6/6/1944,22,"NAMBER, NEW GUINEA"
NEW GUINEA,NANU,PTO,3.0,2/9/1945,2/9/1945,1,"NANU, NEW GUINEA"
NEW GUINEA,NAPIDO,PTO,37.0,7/21/1944,9/7/1944,10,"NAPIDO, NEW GUINEA"
NEW GUINEA,NARAKAPOR,PTO,24.0,9/5/1943,9/5/1943,1,"NARAKAPOR, NEW GUINEA"
NEW GUINEA,NARARANA VILLAG,PTO,3.0,7/3/1944,7/3/1944,1,"NARARANA VILLAG, NEW GUINEA"
NEW GUINEA,NASSAU BAY,PTO,4.0,6/29/1943,6/29/1943,1,"NASSAU BAY, NEW GUINEA"
NEW GUINEA,NATOE RIVER,PTO,33.0,7/25/1944,7/25/1944,2,"NATOE RIVER, NEW GUINEA"
NEW GUINEA,NATOE RIVFR,PTO,1.0,6/27/1944,6/27/1944,1,"NATOE RIVFR, NEW GUINEA"
NEW GUINEA,NAURO - MENARI,PTO,0.65,9/29/1942,9/29/1942,1,"NAURO - MENARI, NEW GUINEA"
NEW GUINEA,NAURO AREA S OF TOWN,PTO,1.2,10/31/1942,10/31/1942,1,"NAURO AREA S OF TOWN, NEW GUINEA"
NEW GUINEA,NAURO-KOKODA,PTO,2.1,9/22/1942,9/22/1942,1,"NAURO-KOKODA, NEW GUINEA"
NEW GUINEA,NAURO/ EFOGI,PTO,1.1,9/14/1942,9/16/1942,3,"NAURO/ EFOGI, NEW GUINEA"
NEW GUINEA,NE MILNE BAY,PTO,7.5,9/7/1942,9/7/1942,2,"NE MILNE BAY, NEW GUINEA"
NEW GUINEA,NEAR MADANG/LAE AREA - LIGHT CRUISER,PTO,10.0,12/20/1942,12/20/1942,1,"NEAR MADANG/LAE AREA - LIGHT CRUISER, NEW GUINEA"
NEW GUINEA,NEPTUNE PT,PTO,28.0,1/15/1944,1/15/1944,1,"NEPTUNE PT, NEW GUINEA"
NEW GUINEA,NEW BIEN,PTO,4.0,5/17/1944,6/7/1944,5,"NEW BIEN, NEW GUINEA"
NEW GUINEA,NEW GUINEA,PTO,80.0,11/15/1943,9/9/1943,22,"NEW GUINEA, NEW GUINEA"
NEW GUINEA,NIGHTINGALE BAY,PTO,91.0,4/27/1944,7/3/1944,14,"NIGHTINGALE BAY, NEW GUINEA"
NEW GUINEA,NINAHAW RIVER,PTO,15.0,5/20/1944,7/6/1944,3,"NINAHAW RIVER, NEW GUINEA"
NEW GUINEA,NIROEMOAR ISLAN,PTO,9.0,5/18/1944,5/18/1944,2,"NIROEMOAR ISLAN, NEW GUINEA"
NEW GUINEA,NOEMFOOR ISLAND,PTO,455.0,4/5/1944,8/11/1944,72,"NOEMFOOR ISLAND, NEW GUINEA"
NEW GUINEA,NOEMFOOR ISNALD,PTO,5.0,5/13/1944,5/13/1944,1,"NOEMFOOR ISNALD, NEW GUINEA"
NEW GUINEA,NONGOSAH,PTO,5.0,9/12/1944,9/12/1944,1,"NONGOSAH, NEW GUINEA"
NEW GUINEA,NORINOB,PTO,16.0,1/27/1944,7/31/1944,3,"NORINOB, NEW GUINEA"
NEW GUINEA,NOVA NUSA,PTO,2.1,11/26/1942,11/27/1942,3,"NOVA NUSA, NEW GUINEA"
NEW GUINEA,NOVA NUSA [NOVA],PTO,3.3,11/26/1942,11/26/1942,1,"NOVA NUSA [NOVA], NEW GUINEA"
NEW GUINEA,NUK NUK,PTO,119.0,6/24/1943,8/9/1943,7,"NUK NUK, NEW GUINEA"
NEW GUINEA,NUMBATUI,PTO,2.0,6/28/1944,6/28/1944,1,"NUMBATUI, NEW GUINEA"
NEW GUINEA,NUZEN,PTO,2.0,12/18/1943,12/18/1943,1,"NUZEN, NEW GUINEA"
NEW GUINEA,OAGUA,PTO,65.0,2/14/1944,6/16/1944,13,"OAGUA, NEW GUINEA"
NEW GUINEA,ODEAS HOUSE,PTO,32.0,8/10/1943,8/10/1943,1,"ODEAS HOUSE, NEW GUINEA"
NEW GUINEA,OENDOERAR,PTO,2.0,2/6/1945,2/6/1945,1,"OENDOERAR, NEW GUINEA"
NEW GUINEA,OIVI,PTO,3.22,11/8/1942,11/9/1942,2,"OIVI, NEW GUINEA"
NEW GUINEA,OLD BEIN VILLAGE,PTO,2.0,6/3/1944,6/4/1944,2,"OLD BEIN VILLAGE, NEW GUINEA"
NEW GUINEA,OLD BOBDUBI BID,PTO,60.0,7/11/1943,8/14/1943,5,"OLD BOBDUBI BID, NEW GUINEA"
NEW GUINEA,OLD CONDOR,PTO,4.0,5/1/1944,5/1/1944,2,"OLD CONDOR, NEW GUINEA"
NEW GUINEA,OLD YAGOMI,PTO,12.0,1/26/1944,1/26/1944,2,"OLD YAGOMI, NEW GUINEA"
NEW GUINEA,OOBODURA,PTO,2.0,11/15/1943,11/22/1943,2,"OOBODURA, NEW GUINEA"
NEW GUINEA,ORANSBARI,PTO,0.0,7/15/1944,7/15/1944,1,"ORANSBARI, NEW GUINEA"
NEW GUINEA,OTANIRI,PTO,2.0,10/2/1944,10/2/1944,1,"OTANIRI, NEW GUINEA"
NEW GUINEA,OTAWIRI,PTO,79.0,10/18/1944,9/8/1944,9,"OTAWIRI, NEW GUINEA"
NEW GUINEA,PAI AWA,PTO,6.0,4/15/1944,4/15/1944,2,"PAI AWA, NEW GUINEA"
NEW GUINEA,PALAS POINT,PTO,44.0,4/19/1944,4/26/1944,6,"PALAS POINT, NEW GUINEA"
NEW GUINEA,PALPA BAY,PTO,6.0,1/12/1944,1/12/1944,2,"PALPA BAY, NEW GUINEA"
NEW GUINEA,PANIAI LAKE,PTO,0.0,6/21/1944,6/21/1944,1,"PANIAI LAKE, NEW GUINEA"
NEW GUINEA,PARAKOVIO,PTO,29.0,6/1/1944,7/16/1944,17,"PARAKOVIO, NEW GUINEA"
NEW GUINEA,PARINA VIL,PTO,6.0,6/11/1945,6/11/1945,3,"PARINA VIL, NEW GUINEA"
NEW GUINEA,PENFOEI,PTO,7.695,10/26/1942,7/26/1942,4,"PENFOEI, NEW GUINEA"
NEW GUINEA,PEREMBIL,PTO,1.0,6/7/1944,6/7/1944,1,"PEREMBIL, NEW GUINEA"
NEW GUINEA,PESCHEL POINT,PTO,28.0,1/5/1944,10/15/1943,4,"PESCHEL POINT, NEW GUINEA"
NEW GUINEA,PIM,PTO,20.0,4/5/1944,4/5/1944,2,"PIM, NEW GUINEA"
NEW GUINEA,PODENA,PTO,4.0,5/27/1944,5/27/1944,1,"PODENA, NEW GUINEA"
NEW GUINEA,PORT MORESBY,PTO,1.0,11/2/1943,11/2/1943,1,"PORT MORESBY, NEW GUINEA"
NEW GUINEA,PORT MORESRY,PTO,21.0,1/10/1943,2/14/1943,12,"PORT MORESRY, NEW GUINEA"
NEW GUINEA,POTSOAM HARBOR,PTO,74.0,2/18/1944,9/11/1944,36,"POTSOAM HARBOR, NEW GUINEA"
NEW GUINEA,PRAED POINT,PTO,7.0,6/14/1945,6/14/1945,1,"PRAED POINT, NEW GUINEA"
NEW GUINEA,PRINCE ALEXANDER,PTO,26.0,4/26/1944,4/26/1944,2,"PRINCE ALEXANDER, NEW GUINEA"
NEW GUINEA,PURPUR,PTO,1.0,5/21/1944,5/21/1944,1,"PURPUR, NEW GUINEA"
NEW GUINEA,PUSLAGOON,PTO,3.0,6/24/1944,6/25/1944,3,"PUSLAGOON, NEW GUINEA"
NEW GUINEA,PWESI,PTO,9.0,11/20/1943,11/20/1943,2,"PWESI, NEW GUINEA"
NEW GUINEA,RAMOARIDA RIVER,PTO,4.0,7/4/1944,7/4/1944,1,"RAMOARIDA RIVER, NEW GUINEA"
NEW GUINEA,RAMU,PTO,10.0,5/18/1944,9/25/1943,2,"RAMU, NEW GUINEA"
NEW GUINEA,RAMU RIVER,PTO,14.0,5/16/1944,9/25/1943,5,"RAMU RIVER, NEW GUINEA"
NEW GUINEA,RAMU RIYER,PTO,2.0,6/10/1944,6/5/1944,2,"RAMU RIYER, NEW GUINEA"
NEW GUINEA,RANIMBOA,PTO,5.0,1/21/1945,2/8/1945,2,"RANIMBOA, NEW GUINEA"
NEW GUINEA,RANSIKI,PTO,308.0,10/29/1944,9/9/1944,59,"RANSIKI, NEW GUINEA"
NEW GUINEA,REMPI,PTO,1.0,4/2/1943,4/2/1943,1,"REMPI, NEW GUINEA"
NEW GUINEA,ROAD E OF AWALA,PTO,0.9,7/24/1942,7/24/1942,1,"ROAD E OF AWALA, NEW GUINEA"
NEW GUINEA,ROMLAL VILLAGE,PTO,18.0,11/30/1944,11/30/1944,1,"ROMLAL VILLAGE, NEW GUINEA"
NEW GUINEA,RUGASAK,PTO,0.0,5/14/1944,5/14/1944,2,"RUGASAK, NEW GUINEA"
NEW GUINEA,SADERI,PTO,1.0,7/28/1944,7/28/1944,1,"SADERI, NEW GUINEA"
NEW GUINEA,SADJI,PTO,24.0,4/15/1944,4/15/1944,1,"SADJI, NEW GUINEA"
NEW GUINEA,SAGAN,PTO,180.0,10/15/1944,9/25/1944,36,"SAGAN, NEW GUINEA"
NEW GUINEA,SAGEWIN STRAIT,PTO,2.0,1/29/1945,1/29/1945,1,"SAGEWIN STRAIT, NEW GUINEA"
NEW GUINEA,SAIDOR,PTO,336.0,1/1/1944,8/31/1943,28,"SAIDOR, NEW GUINEA"
NEW GUINEA,SAIPA,PTO,18.0,1/15/1944,3/2/1944,4,"SAIPA, NEW GUINEA"
NEW GUINEA,SAKULA RIVER,PTO,28.0,5/1/1944,5/3/1944,7,"SAKULA RIVER, NEW GUINEA"
NEW GUINEA,SALAMAUA,PTO,877.8,1/13/1943,9/17/1942,112,"SALAMAUA, NEW GUINEA"
NEW GUINEA,SALAMAUA A/D,PTO,67.075,11/18/1942,8/9/1942,17,"SALAMAUA A/D, NEW GUINEA"
NEW GUINEA,SALAMUA,PTO,11.4,6/25/1942,7/3/1942,5,"SALAMUA, NEW GUINEA"
NEW GUINEA,SALANANDA,PTO,1.05,9/16/1942,9/16/1942,1,"SALANANDA, NEW GUINEA"
NEW GUINEA,SALANANDA & BUNA,PTO,9.0,9/15/1942,9/15/1942,1,"SALANANDA & BUNA, NEW GUINEA"
NEW GUINEA,SALAWATI ISLAND,PTO,3.0,2/1/1945,7/29/1944,2,"SALAWATI ISLAND, NEW GUINEA"
NEW GUINEA,SALUMLAKI BAY,PTO,1.55,10/8/1942,10/8/1942,2,"SALUMLAKI BAY, NEW GUINEA"
NEW GUINEA,SAMATE,PTO,318.0,10/12/1944,9/8/1944,59,"SAMATE, NEW GUINEA"
NEW GUINEA,SANANANDA,PTO,1.5,10/5/1942,10/5/1942,1,"SANANANDA, NEW GUINEA"
NEW GUINEA,SANANANDA - SOPUTA,PTO,11.25,11/10/1942,11/10/1942,1,"SANANANDA - SOPUTA, NEW GUINEA"
NEW GUINEA,SANANANDA POINT,PTO,75.7035,11/21/1942,12/4/1942,16,"SANANANDA POINT, NEW GUINEA"
NEW GUINEA,SANANANDA POINT AREA,PTO,1.25,12/4/1942,12/4/1942,1,"SANANANDA POINT AREA, NEW GUINEA"
NEW GUINEA,SANANANDA ROADS,PTO,80.0,1/13/1943,12/5/1942,23,"SANANANDA ROADS, NEW GUINEA"
NEW GUINEA,SANGAN,PTO,1.0,5/15/1944,5/18/1944,2,"SANGAN, NEW GUINEA"
NEW GUINEA,SANI VILLAGE,PTO,2.0,5/17/1944,5/18/1944,4,"SANI VILLAGE, NEW GUINEA"
NEW GUINEA,SAOERI,PTO,3.0,7/29/1944,7/31/1944,3,"SAOERI, NEW GUINEA"
NEW GUINEA,SAOWI,PTO,6.0,8/19/1944,8/21/1944,5,"SAOWI, NEW GUINEA"
NEW GUINEA,SARANG,PTO,30.0,4/12/1944,4/24/1944,10,"SARANG, NEW GUINEA"
NEW GUINEA,SARANG ISLAND,PTO,1.0,4/18/1944,4/18/1944,1,"SARANG ISLAND, NEW GUINEA"
NEW GUINEA,SARMI,PTO,861.0,10/10/1944,9/5/1944,102,"SARMI, NEW GUINEA"
NEW GUINEA,SAUMLAKI,PTO,51.0,1/10/1945,9/12/1944,17,"SAUMLAKI, NEW GUINEA"
