Country,City,Total Tons,First Mission,Last Mission,Num Missions,location
FRANCE,FORET D HALOUSE,76.0,8/14/1944,8/14/1944,4,"FORET D HALOUSE, France"
FRANCE,FORET DE BIARDS,184.0,6/10/1944,6/10/1944,4,"FORET DE BIARDS, France"
FRANCE,FORET DE CATTENOM,134.0,9/11/1944,9/11/1944,2,"FORET DE CATTENOM, France"
FRANCE,FORET DE CCNCHES,256.0,6/22/1944,6/30/1944,6,"FORET DE CCNCHES, France"
FRANCE,FORET DE CHANTILLY,949.0,8/15/1944,8/8/1944,5,"FORET DE CHANTILLY, France"
FRANCE,FORET DE CHATELLERAU,970.0,8/9/1944,8/9/1944,3,"FORET DE CHATELLERAU, France"
FRANCE,FORET DE CINGLAIS,273.0,7/12/1944,7/12/1944,12,"FORET DE CINGLAIS, France"
FRANCE,FORET DE CONCHES,1083.0,6/24/1944,7/6/1944,27,"FORET DE CONCHES, France"
FRANCE,FORET DE CRECY,142.0,6/7/1944,6/7/1944,4,"FORET DE CRECY, France"
FRANCE,FORET DE DREUX,40.0,7/5/1944,7/5/1944,2,"FORET DE DREUX, France"
FRANCE,FORET DE GRIMOBQ,16.0,6/8/1944,6/8/1944,4,"FORET DE GRIMOBQ, France"
FRANCE,FORET DE HAYE,1003.0,9/10/1944,9/12/1944,29,"FORET DE HAYE, France"
FRANCE,FORET DE L ISLE,24.0,8/18/1944,8/18/1944,2,"FORET DE L ISLE, France"
FRANCE,FORET DE L ISLE ADA,144.0,8/18/1944,8/18/1944,3,"FORET DE L ISLE ADA, France"
FRANCE,FORET DE L ISLE ADAM,770.0,8/12/1944,8/12/1944,3,"FORET DE L ISLE ADAM, France"
FRANCE,FORET DE LA GUERCHE,586.0,7/16/1944,7/31/1944,19,"FORET DE LA GUERCHE, France"
FRANCE,FORET DE LA LONDE,236.0,8/20/1944,8/20/1944,4,"FORET DE LA LONDE, France"
FRANCE,FORET DE LUCHEUX,515.0,8/8/1944,8/8/1944,2,"FORET DE LUCHEUX, France"
FRANCE,FORET DE MONTRICHARD,406.0,8/12/1944,8/12/1944,2,"FORET DE MONTRICHARD, France"
FRANCE,FORET DE MORMAL,873.0,8/9/1944,9/2/1943,4,"FORET DE MORMAL, France"
FRANCE,FORET DE NIEPPE,3401.0,7/28/1944,8/5/1944,15,"FORET DE NIEPPE, France"
